核卡狀況,聯徵紀錄,年齡,年收入,收支比,每月信用卡支出平均,扶養人數,居住時間,持有主卡,活躍帳戶,核卡狀況_no,核卡狀況_yes,房地產_no,房地產_yes,創業人士_no,創業人士_yes
yes,0.4018942818577303,42,0.2761573259577535,0.37238057496207944,0.5400104481927709,3,1,1,14,0,1,0,1,1,0
no,-0.3397165448614569,25,-1.0470606602902763,-0.7161457561867626,-0.6782559249526872,0,7,1,9,1,0,1,0,1,0
no,1.1435051085769175,25,-0.7642714201304124,-0.7179920712565988,-0.6782559249526872,0,1,0,7,1,0,1,0,1,0
yes,-0.3397165448614569,31,1.0208356583787284,1.0658101835844416,1.9657522204445568,3,1,1,9,0,1,0,1,1,0
no,1.8851159352961047,40,0.3803180294166368,-0.7209530957173815,-0.6782559249526872,1,1,1,17,1,0,1,0,1,0
yes,-0.3397165448614569,67,0.6492034652686407,-0.7014463127906784,-0.6522825106063621,1,3,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,33,0.07820485784584882,-0.12219987866469151,-0.06868748504894727,0,2,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,45,0.9619212333454235,-0.708019304538635,-0.6580119405112012,0,12,1,14,0,1,0,1,1,0
yes,0.4018942818577303,28,-0.510939392487201,-0.6903481284765726,-0.6568660545302333,1,2,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,30,-1.1000836428202507,-0.05480465065294965,-0.38899763500502454,1,2,0,5,0,1,1,0,1,0
yes,0.4018942818577303,47,0.2799867635849182,-0.6546443876145335,-0.604002513385974,2,19,1,16,0,1,0,1,1,0
yes,0.4018942818577303,42,0.13711928287915381,-0.32251516102586164,-0.2604292279404379,2,5,1,22,0,1,0,1,1,0
yes,-0.3397165448614569,44,-0.24582447983732855,1.394752532257324,1.1321826888296072,0,15,1,13,0,1,1,0,1,0
yes,-0.3397165448614569,37,-0.5786909812755018,1.0445910573673511,0.5417155265324511,0,14,1,13,0,1,0,1,0,1
yes,-0.3397165448614569,28,-0.7112484376004378,-0.47442566341738873,-0.5223543053992982,0,4,0,3,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.8013875079013945,0.23016632600047504,-0.12444464680702765,1,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,22,-1.0647349878002677,0.31524528452175027,-0.20863518160069355,0,0,0,7,0,1,0,1,1,0
no,2.626726762015292,57,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,0,3,0,44,1,0,0,1,0,1
yes,-0.3397165448614569,23,-0.27528169235398103,-0.719742488282683,-0.6782559249526872,1,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,24,0.19603370791245878,0.026153600609769827,0.12577724961683673,1,0,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,37,0.2785139029590857,-0.5992228847535487,-0.539967361296328,3,0,1,0,0,1,1,0,1,0
no,0.4018942818577303,63,-0.7245041832329315,-0.7181852050785079,-0.6782559249526872,0,20,1,7,1,0,0,1,1,0
no,-0.3397165448614569,23,-0.5698538175205059,-0.7188330092930314,-0.6782559249526872,0,0,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,24,-0.5698538175205059,1.1888015689763967,0.651478936269693,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,41,-0.8055115176537259,-0.6660832300032926,-0.6476989666824909,0,0,0,4,0,1,0,1,1,0
no,-0.3397165448614569,28,-1.0718047188042643,-0.7159297268506505,-0.6782559249526872,3,0,0,1,1,0,1,0,1,0
no,0.4018942818577303,52,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,3,4,1,7,1,0,0,1,1,0
yes,-0.3397165448614569,28,-0.15745284228737108,1.6484990155570975,1.4520744528963134,0,1,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.510939392487201,-0.593499533700612,-0.585515540670243,0,2,1,16,0,1,0,1,1,0
yes,-0.3397165448614569,39,1.0208356583787284,-0.20162870282668435,0.09261659271992732,3,5,0,22,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.8055115176537259,0.04658738811279349,-0.23333424973062278,1,2,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,33,0.13711928287915381,-0.4499029240229407,-0.3929517300089184,3,1,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,25,0.018347802012011076,-0.7203827207938862,-0.6782559249526872,2,2,0,4,0,1,0,1,1,0
yes,-0.3397165448614569,42,0.49060583307898364,-0.4601882869879711,-0.3581167961874974,4,3,1,14,0,1,0,1,1,0
no,1.8851159352961047,35,-0.9822547927536408,-0.7166609601160987,-0.6782559249526872,3,11,0,25,1,0,0,1,1,0
no,-0.3397165448614569,33,-0.8414493169240418,-0.7175788759054489,-0.6782559249526872,1,8,1,5,1,0,1,0,1,0
yes,-0.3397165448614569,33,-0.27528169235398103,1.334275965297223,1.050088483684963,2,12,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,48,-0.9822547927536408,-0.595268233800197,-0.6172611658869749,0,9,1,18,0,1,0,1,1,0
no,-0.3397165448614569,26,0.9030068083121185,-0.7215243241323057,-0.6782559249526872,2,0,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,40,-0.6744858363796555,3.475637430630384,2.024497852841001,2,0,1,14,0,1,0,1,1,0
yes,-0.3397165448614569,32,1.6137504319139098,0.4048069192870676,1.3184120784564934,1,5,1,1,0,1,0,1,1,0
no,0.4018942818577303,20,-0.4372963611955697,-0.719285149806231,-0.6782559249526872,0,1,1,2,1,0,1,0,0,1
no,1.1435051085769175,21,-1.0647349878002677,-0.7159926362374314,-0.6782559249526872,0,0,1,12,1,0,0,1,1,0
yes,-0.3397165448614569,27,-0.4213894664365772,0.04426449883199172,-0.08835382195046595,3,2,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,43,-0.334196117387286,-0.23222378581385006,-0.2799521915880179,0,12,1,1,0,1,0,1,1,0
yes,-0.3397165448614569,24,-1.0411692177869458,3.237657856360313,1.1574196816744415,0,4,0,1,0,1,0,1,1,0
yes,-0.3397165448614569,29,0.9619212333454235,0.9847548727278288,1.7965248453071219,4,0,1,0,0,1,0,1,1,0
yes,0.4018942818577303,27,-0.7819457476404039,1.5399072649156553,0.6594759370245495,0,2,1,10,0,1,1,0,1,0
yes,-0.3397165448614569,47,0.9854870033587454,-0.18112433611897003,0.11438549289020418,3,3,1,9,0,1,1,0,1,0
no,-0.3397165448614569,19,-0.8526430576803699,-0.717514264810788,-0.6782559249526872,0,0,0,4,1,0,1,0,1,0
no,-0.3397165448614569,42,0.01929043281254385,-0.7203844731415542,-0.6782559249526872,3,0,1,9,1,0,0,1,1,0
yes,-0.3397165448614569,42,-0.0985384172540661,0.4156501639178664,0.37690632105411365,0,5,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,44,-0.15745284228737108,0.5959162046670339,0.5063639356399314,0,6,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,35,-0.8745003093677259,0.7154071147053219,0.10680431124012126,1,0,1,12,0,1,1,0,1,0
yes,-0.3397165448614569,21,-0.5698538175205059,0.14013996567961506,-0.07748458923115477,0,8,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.21636726732067604,-0.07110791943847064,-0.11084985552882569,0,3,1,16,0,1,0,1,1,0
no,-0.3397165448614569,40,-0.8997745977070136,-0.7172275813652997,-0.6782559249526872,2,1,1,0,1,0,1,0,0,1
yes,-0.3397165448614569,35,-0.510939392487201,0.11090835898753057,-0.07392482567811946,1,3,0,11,0,1,0,1,1,0
yes,-0.3397165448614569,31,1.0279053893827252,-0.4102839362926794,-0.21481673227818315,2,1,1,19,0,1,0,1,1,0
yes,-0.3397165448614569,51,-0.510939392487201,-0.5194641634718777,-0.5319064109366458,0,11,0,3,0,1,0,1,1,0
yes,-0.3397165448614569,34,1.1975789334786433,0.028949760910360386,0.4995711235447542,3,2,1,4,0,1,0,1,1,0
no,1.1435051085769175,30,-0.510939392487201,-0.7190440084101914,-0.6782559249526872,0,1,1,18,1,0,1,0,1,0
yes,-0.3397165448614569,33,-0.7465970926204208,0.6562229173378208,0.1613239161387564,0,0,0,0,0,1,1,0,1,0
yes,0.4018942818577303,32,1.5510654836784732,0.2233606549760715,0.9682967924392941,0,0,0,17,0,1,1,0,1,0
yes,-0.3397165448614569,26,-1.0647349878002677,-0.0780516893850547,-0.3863422230023448,2,1,1,13,0,1,1,0,1,0
yes,-0.3397165448614569,31,0.41401708053568737,0.002335492767074062,0.1762695694822016,0,1,1,14,0,1,1,0,1,0
yes,0.4018942818577303,20,-0.393110542420591,0.5240256404642205,0.2978218541916403,0,12,1,22,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.7819457476404039,0.5424300384584105,0.07009929149776085,0,0,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,60,-0.334196117387286,-0.26283005175422514,-0.30477336532807897,3,19,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,24,1.6688943337450832,1.075879061455267,2.553194610435472,0,1,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,30,-0.6935741100904464,4.418402586008312,2.58370561226087,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,29,-0.0985384172540661,-0.15786221094998806,-0.15434768736636326,0,3,0,6,0,1,1,0,1,0
yes,-0.3397165448614569,48,-0.6287682425538109,1.6654570146031629,0.9136088798077746,0,6,0,2,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.9469061377336577,0.7270500459901532,0.06119181557786652,0,2,1,12,0,1,1,0,1,0
no,-0.3397165448614569,69,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,0,44,0,5,1,0,0,1,1,0
yes,-0.3397165448614569,53,0.34921121299905183,-0.6985323411330224,-0.6522825106063621,1,15,0,5,0,1,0,1,1,0
yes,-0.3397165448614569,54,-0.510939392487201,-0.6278712898858059,-0.6113208929616379,1,8,0,13,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.6405511275604721,-0.013466653115194417,-0.20896226329510098,0,4,0,15,0,1,0,1,1,0
yes,-0.3397165448614569,33,-0.510939392487201,0.09369927099204618,-0.08730254031608688,1,2,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.452024967453896,7.9748665554135085,5.8717273468079885,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.6876826675871158,0.9116478986145942,0.3640632309794266,0,3,1,6,0,1,0,1,1,0
yes,2.626726762015292,40,-0.5415748935045195,1.481711598412044,0.8854538195592466,1,3,1,12,0,1,0,1,1,0
no,1.1435051085769175,48,2.022380883944913,-0.7222462301817797,-0.6782559249526872,1,4,0,20,1,0,0,1,0,1
no,-0.3397165448614569,35,0.6673491081788986,-0.7212946653082207,-0.6782559249526872,6,0,0,0,1,0,0,1,1,0
yes,-0.3397165448614569,49,0.9383554633321016,0.3887192915992831,0.9204504608103016,4,14,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,34,0.9619212333454235,-0.5755709387156166,-0.46528309660077105,4,0,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,34,-0.7465970926204208,-0.10118837557888559,-0.2993680836495362,2,4,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,47,4.143300185143893,1.712380053272557,6.661086947201388,2,0,0,0,0,1,0,1,1,0
no,-0.3397165448614569,19,-1.0647349878002677,-0.7159926362374314,-0.6782559249526872,0,3,0,3,1,0,0,1,1,0
no,6.334780895611226,30,-0.6287682425538109,-0.7186036627476399,-0.6782559249526872,3,1,1,9,1,0,1,0,0,1
no,-0.3397165448614569,40,0.9545569302162603,-0.7215696520176492,-0.6782559249526872,2,2,1,16,1,0,0,1,1,0
no,4.109948415453666,35,1.3351441159314101,-0.7218607263547667,-0.6782559249526872,3,1,0,10,1,0,0,1,1,0
no,-0.3397165448614569,23,-0.9987508317629662,-0.7165362480329063,-0.6782559249526872,0,2,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,24,-1.0941922003169202,1.4417768505029545,0.26839880235201236,0,2,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,38,-0.30691873859686597,-0.649976971093463,-0.6201977141397693,1,10,1,16,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.6287682425538109,0.17468864462454664,-0.08041805734243236,0,2,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.21636726732067604,1.2804606404658323,1.0635578692014076,0,0,0,0,0,1,1,0,1,0
yes,0.4018942818577303,23,-0.6876826675871158,1.7502691647407906,0.8981348355207854,0,19,0,9,0,1,0,1,1,0
yes,-0.3397165448614569,49,-1.860079725749885,2.1439724174476855,-0.5050285460354166,2,3,1,1,0,1,0,1,1,0
yes,-0.3397165448614569,37,-0.334196117387286,1.068631241780857,0.775644207699252,0,3,1,23,0,1,1,0,1,0
no,-0.3397165448614569,20,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,0,0,0,1,1,0,1,0,1,0
no,1.1435051085769175,24,-0.6876826675871158,-0.7183534652694908,-0.6782559249526872,0,0,1,8,1,0,1,0,1,0
yes,0.4018942818577303,28,-0.21636726732067604,-0.4132113380441428,-0.4099444307371159,0,4,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,45,-0.5698538175205059,-0.595750155783788,-0.5917797418117681,2,10,1,11,0,1,0,1,1,0
no,-0.3397165448614569,20,-1.2768269179201657,-0.7135580313640575,-0.6782559249526872,1,2,1,0,1,0,1,0,0,1
yes,-0.3397165448614569,54,2.022380883944913,0.33694116324406137,1.4115405239017083,0,2,1,15,0,1,1,0,1,0
yes,-0.3397165448614569,24,-1.1000836428202507,-0.5160346893211347,-0.5899952031546237,0,2,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.393110542420591,0.49052003565496427,0.2710081222369939,0,1,1,0,0,1,1,0,1,0
yes,0.4018942818577303,43,0.07820485784584882,0.6780170161491682,0.7416097439886958,3,15,0,19,0,1,0,1,1,0
no,-0.3397165448614569,31,-0.7465970926204208,-0.7180794407160364,-0.6782559249526872,2,5,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,22,-0.510939392487201,3.526093649516605,2.399321740759491,0,0,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,28,1.2388190310019567,-0.4161302998309197,-0.19031640661279303,3,1,1,0,0,1,0,1,1,0
no,-0.3397165448614569,27,-0.5993110300371584,-0.7187207756976278,-0.6782559249526872,3,0,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,22,-1.0117120052702933,-0.19817675726996387,-0.4269096668701215,0,3,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,34,3.4363270847442324,0.1897762419965563,1.7569655610924881,5,6,1,7,0,1,0,1,1,0
yes,0.4018942818577303,54,2.311061566608108,0.39984316505590317,1.6949443448662882,2,6,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.3813276574139298,1.150320604984532,0.7984610893522829,1,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,40,0.1512587448871471,-0.5584701987667924,-0.5056152029893206,3,10,1,19,0,1,0,1,1,0
yes,-0.3397165448614569,26,1.1386645084453384,-0.14570370332237906,0.2096498698039429,1,2,1,20,0,1,0,1,1,0
yes,-0.3397165448614569,55,0.9030068083121185,-0.017502116730417894,0.3245868172389367,2,8,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,32,0.14937348328608116,-0.19832930963166978,-0.12716103827807068,3,8,1,13,0,1,0,1,1,0
yes,-0.3397165448614569,38,-0.7253878996084311,-0.09466185638648342,-0.2888350997124802,1,5,1,14,0,1,1,0,1,0
yes,-0.3397165448614569,28,-0.510939392487201,1.316021376676217,0.7986994336363241,0,1,1,7,0,1,0,1,1,0
no,-0.3397165448614569,39,-1.695119335656631,-0.6982713563250084,-0.6782559249526872,2,8,1,0,1,0,0,1,1,0
yes,0.4018942818577303,55,0.5495202581122887,-0.3546681559945704,-0.21813521807906588,0,0,1,31,0,1,0,1,1,0
yes,-0.3397165448614569,42,1.7278087587783881,-0.29524394713130103,0.10277995967496237,4,6,1,20,0,1,0,1,1,0
yes,-0.3397165448614569,21,-0.5698538175205059,0.3396746568068546,0.06091386947432302,0,0,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,33,-0.334196117387286,-0.4059438954518368,-0.42053241720125834,1,6,1,20,0,1,0,1,1,0
yes,-0.3397165448614569,37,0.9619212333454235,-0.24625195661860463,0.01377670376123171,4,3,1,25,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.334196117387286,-0.574147855169937,-0.5584726315194031,0,2,1,19,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.334196117387286,0.19209533329325032,0.06416818566027152,3,1,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,30,-0.42256775493724347,-0.3920311411641682,-0.42367672833303394,3,3,1,9,0,1,1,0,1,0
no,-0.3397165448614569,25,-1.0411692177869458,-0.7161955203285445,-0.6782559249526872,0,1,1,0,1,0,1,0,1,0
no,2.626726762015292,46,-0.7465970926204208,-0.7180794407160364,-0.6782559249526872,0,2,0,3,1,0,1,0,1,0
no,-0.3397165448614569,36,-0.5651406635178416,-0.718850533824707,-0.6782559249526872,4,1,1,0,1,0,1,0,1,0
no,0.4018942818577303,52,-0.15745284228737108,-0.7200241330692525,-0.6782559249526872,2,6,1,9,1,0,0,1,1,0
yes,-0.3397165448614569,34,-0.4425986594485672,-0.3140551514233733,-0.36755886000232063,2,0,1,12,0,1,1,0,1,0
no,-0.3397165448614569,53,4.496786735343723,-0.7229570830425015,-0.6782559249526872,0,35,1,0,1,0,0,1,0,1
yes,-0.3397165448614569,22,-0.9233403677203358,-0.1604706875358657,-0.3847074378922811,0,4,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,30,-0.510939392487201,-0.5020356363945491,-0.518980817071329,3,4,1,14,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.9233403677203358,0.2813087140156969,-0.15407890835066748,0,2,0,4,0,1,1,0,1,0
no,-0.3397165448614569,21,-0.3773214765116652,-0.7194652016828774,-0.6782559249526872,1,1,1,0,1,0,1,0,1,0
no,-0.3397165448614569,22,-0.7760543051370733,-0.7179324028162575,-0.6782559249526872,0,3,0,4,1,0,1,0,1,0
yes,-0.3397165448614569,40,0.991378445862076,-0.4241925760975634,-0.24079625923868503,0,10,1,10,0,1,0,1,1,0
no,1.1435051085769175,33,0.25494813294576374,-0.720776421936602,-0.6782559249526872,0,12,1,11,1,0,0,1,1,0
no,0.4018942818577303,35,0.5424505271082922,-0.7211555746901895,-0.6782559249526872,3,2,0,13,1,0,0,1,1,0
yes,-0.3397165448614569,28,0.13711928287915381,-0.26626332388907714,-0.20146945237187025,0,4,1,10,0,1,0,1,0,1
yes,-0.3397165448614569,30,0.5495202581122887,0.6969193720598544,1.0915695561959973,4,1,1,7,0,1,0,1,1,0
no,-0.3397165448614569,41,0.632000453158916,-0.721256647487292,-0.6782559249526872,2,8,1,3,1,0,0,1,1,0
yes,-0.3397165448614569,38,-0.452024967453896,3.4553667454449237,2.469162849603329,0,2,1,16,0,1,1,0,1,0
no,0.4018942818577303,33,0.4316914080456787,-0.7210201955466292,-0.6782559249526872,2,1,1,15,1,0,0,1,1,0
no,-0.3397165448614569,29,-0.29884746236730314,-0.7196814325231453,-0.6782559249526872,0,3,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,27,-0.5698538175205059,-0.5468863472347657,-0.5572014864500838,0,4,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.9233403677203358,-0.3972527363165008,-0.5093767524800604,1,0,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,33,-0.9233403677203358,0.4706861186420224,-0.05534607207885697,0,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,38,1.0208356583787284,-0.4992987668458793,-0.348008541764603,0,5,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,35,0.11390699941603175,0.4267244525819542,0.5082860906198459,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,30,0.4611486205623312,0.8640032429645164,1.2297513049447542,1,1,1,4,0,1,1,0,1,0
no,-0.3397165448614569,31,-0.7915487989208326,-0.7178521450820637,-0.6782559249526872,0,1,1,3,1,0,1,0,1,0
yes,-0.3397165448614569,23,-0.9233403677203358,0.4519483420427215,-0.06511525425643903,0,0,1,0,0,1,1,0,1,0
yes,0.4018942818577303,25,-0.27528169235398103,0.19233028081020687,0.09120816134300022,0,23,1,6,0,1,1,0,1,0
no,4.109948415453666,35,0.3727769830123737,-0.720943000464621,-0.6782559249526872,0,2,0,5,1,0,1,0,1,0
yes,-0.3397165448614569,28,-0.24582447983732855,0.2635001775283638,0.16437362292394336,0,2,1,4,0,1,1,0,1,0
no,-0.3397165448614569,37,-0.0985384172540661,-0.7201517537752748,-0.6782559249526872,0,1,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,41,0.6673491081788986,0.785942009580389,1.2880844183880504,2,0,1,10,0,1,0,1,1,0
no,4.109948415453666,37,2.140209734011523,-0.7222994230592156,-0.6782559249526872,4,10,1,10,1,0,0,1,1,0
no,-0.3397165448614569,19,-0.6876826675871158,-0.7183534652694908,-0.6782559249526872,0,0,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,22,-0.334196117387286,0.144014014970212,0.0251743274240868,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,29,-0.6876826675871158,-0.7183534652694908,-0.6782559249526872,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,26,1.4155623061018716,0.0721759895475712,0.6519039224623143,1,1,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,43,-0.5511779447849482,0.12544176717832214,-0.07990176695484746,2,1,1,28,0,1,1,0,1,0
yes,-0.3397165448614569,37,2.140209734011523,-0.4051586622373298,-0.03189666136433197,2,1,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.7171398801037684,-0.3624653118705039,-0.4533567153108583,0,0,0,4,0,1,1,0,1,0
yes,-0.3397165448614569,42,1.0797500834120335,-0.5824363224901751,-0.4676298710897931,3,2,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,28,0.7851779582455085,1.830631343497536,2.79923301464914,0,0,1,19,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.510939392487201,-0.05141748182519697,-0.19207648747955952,0,1,1,13,0,1,0,1,1,0
yes,-0.3397165448614569,48,0.9619212333454235,-0.4926166358045723,-0.3439261075308408,3,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,27,0.07820485784584882,-0.19415954507837455,-0.14133042262256906,2,1,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.5403966050038534,-0.14458382550805784,-0.26823665331860314,0,0,1,11,0,1,1,0,1,0
no,-0.3397165448614569,21,3.907583570585639,-0.7228419798591046,-0.6782559249526872,2,0,0,0,1,0,1,0,1,0
yes,-0.3397165448614569,30,-0.0985384172540661,0.8436354981851624,0.7748070692369962,2,1,0,7,0,1,0,1,1,0
yes,-0.3397165448614569,27,0.10177062785917074,-0.6516649640307346,-0.606422624577778,2,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,49,-0.14896916508257527,-0.6344821454253375,-0.5995473086919713,1,12,0,6,0,1,0,1,1,0
no,1.1435051085769175,35,-0.6582254550704634,-0.7184813444494318,-0.6782559249526872,1,7,1,3,1,0,1,0,1,0
yes,0.4018942818577303,48,1.5510654836784732,1.1434156588755053,2.567207787603045,3,9,1,19,0,1,0,1,1,0
no,7.818002549049601,24,-0.9940376777603017,-0.716572304617042,-0.6782559249526872,2,0,1,8,1,0,1,0,1,0
yes,-0.3397165448614569,29,-0.5698538175205059,-0.563010161271144,-0.5684097547463558,1,1,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,41,-0.0985384172540661,-0.6161225425437195,-0.5796975200284435,1,1,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,40,1.5510654836784732,0.10896220863041488,0.7685734495005314,0,3,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,22,-0.9527975802369882,5.832363584856518,2.645030496494155,0,0,1,0,0,1,1,0,1,0
no,-0.3397165448614569,36,0.6673491081788986,-0.7212946653082207,-0.6782559249526872,2,19,1,0,1,0,0,1,1,0
yes,-0.3397165448614569,39,-0.510939392487201,1.303749668022252,0.7901190394108372,0,1,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.48148217997054843,0.7835387296359485,0.43526730244446665,1,5,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,33,-0.06318976223408346,-0.1677466755924165,-0.15384056406662608,0,3,1,18,0,1,1,0,1,0
yes,0.4018942818577303,22,0.13711928287915381,-0.20883052469355387,-0.14127835356359392,0,2,1,20,0,1,1,0,1,0
no,-0.3397165448614569,35,-0.3459790023939472,-0.7195540491911295,-0.6782559249526872,0,0,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,58,0.6084346831455937,-0.4435247372099012,-0.32189759543271595,1,11,1,12,0,1,0,1,0,1
yes,-0.3397165448614569,38,-0.0985384172540661,-0.5681763691552214,-0.535258521615754,2,2,1,19,0,1,0,1,1,0
no,-0.3397165448614569,27,-1.0411692177869458,-0.7161955203285445,-0.6782559249526872,1,2,0,0,1,0,0,1,1,0
no,-0.3397165448614569,23,-1.019960024774956,-0.7163696336350374,-0.6782559249526872,1,1,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,30,-0.393110542420591,-0.5924289241801475,-0.5777235159996621,2,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,34,0.07820485784584882,-0.07344695015173623,-0.019264414310143013,0,2,0,10,0,1,0,1,1,0
yes,0.4018942818577303,39,0.03248726402000439,-0.4171069092446899,-0.37515841249645043,0,3,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,38,1.8456376088449982,-0.4158659179371195,-0.09946726589004097,3,5,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,20,-0.8055115176537259,-0.31866263364521485,-0.4452224282483939,0,9,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,35,0.12533639787249265,-0.17559573725117106,-0.1104127687802454,2,10,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.510939392487201,-0.49992142524061534,-0.5168387986564742,0,2,1,10,0,1,1,0,1,0
yes,0.4018942818577303,40,-0.8055115176537259,1.9643108891691778,0.8787893466939379,1,10,1,10,0,1,0,1,1,0
yes,-0.3397165448614569,30,-0.5038696614832043,-0.6963891492503479,-0.6614495984541046,3,3,0,4,0,1,1,0,0,1
no,-0.3397165448614569,39,-0.6285325848536778,-0.7186046196286362,-0.6782559249526872,0,3,1,3,1,0,1,0,0,1
no,-0.3397165448614569,22,0.2902967879657468,-0.7208282085049219,-0.6782559249526872,1,3,0,4,1,0,1,0,1,0
no,0.4018942818577303,30,-0.6994655525937769,-0.718300672235382,-0.6782559249526872,0,1,1,1,1,0,1,0,0,1
yes,-0.3397165448614569,33,0.7062326287008797,-0.7014646275140478,-0.6513658018215879,0,7,1,19,0,1,0,1,1,0
no,3.368337588734479,23,-0.1032515712567304,-0.720141837871764,-0.6782559249526872,3,1,1,5,1,0,1,0,1,0
yes,-0.3397165448614569,40,0.7262635332122036,-0.4444011220430209,-0.306811758981903,2,0,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,32,0.19603370791245878,-0.6291697890027579,-0.5792635867580829,0,5,1,7,0,1,1,0,0,1
yes,-0.3397165448614569,48,0.19603370791245878,0.45346331570392273,0.5837128894310701,2,0,1,0,0,1,0,1,1,0
